sentence	label
how many people are those meetings?	Wh-Question
i have one bit of news.	Rising Tone
like i mean what kind of questions are being given being asked?	Expansions of y/n Answers
no i totally agree.	Affirmative Non-yes Answers
it but it may well	Statement
absolutely there are other situational things that do matter.	Accept
no uh	Floor Grabber
and they they claimed very nice results.	Statement
so i didn't.	Dispreferred Answers
yeah well the detector says there is speech.	Statement
uhhuh yeah yeah absolutely absolutely.	Accept
these are expensive.	Assessment/Appreciation
okay so it's still really big even if you're only one person or two people at most are actually talking all the time.	Acknowledge-answer
i mean if if you want something really really nonintrusive really nonintrusive really something that	Statement
uh but it is uh worse on the uh aurora.	Floor Holder
so i don't think he wants to do information retrieval.	Statement
going to or want to.	Expansions of y/n Answers
it could be pretty small.	Rising Tone
you know can go inside.	Statement
i've been watching for that corpus.	Statement
and i'll go down and get my stuff.	Commit
yeah right exactly.	Statement
that that could be.	Maybe
because i think that that's could be meaningful.	Defending/Explanation
well well okay well let's try it.	Floor Grabber
the advantage is that it's probably faster to do that than it is to use the automated method and correct it.	Affirmative Non-yes Answers
no things didn't get better with the same time constant that we used.	Dispreferred Answers
i can i will try to do that.	Commit
so liberman and others were interested in a lot of found data.	Statement
but we should just make a decision whether we feel that they want to use some substantial or some fraction of their time.	Reject-part
yeah i i think that's that's the um concept that people have.	Floor Grabber
i mean the v.a.d. doesn't use the same features there are.	Statement
that maybe one thing we should do is go through this list and sort of select things that are categories and then offer only one member of that category?	Understanding Check
and couple times there are not.	Statement
uh is it with t.i. digits or with	Or-Question
i mean to cleaning it up once more.	Defending/Explanation
you have the numbers and you have the full form and the parentheses.	Statement
yeah that's no problem.	Acknowledge-answer
i only keep the frames where the two agree that it's speech.	Statement
early on yeah.	Accept-part
we just start out we and you you say transcript l whatever it is.	Offer
but the thing and and the reason that it would be rude is because you don't have this information from hearing all these equalized volume channels.	Defending/Explanation
the l d a rasta uh throws away high modulation frequencies.	Statement
yeah we you know.	Floor Holder
or at least sample it.	Offer
but that that's going to be very hard to generate.	Statement
but this is not exactly the result that they have because they've they're still made some changes in the features.	Statement
but other than having a trained linguist interview them and ask these very specific questions i don't see a way around it.	Dispreferred Answers
how do you mean?	Repeat
and before with the system that was proposed it's what it was three point nine.	Expansions of y/n Answers
i think both.	Statement
the number of frames is bad also.	Assessment/Appreciation
so after the transcript screening phase.	Offer
i'll i'll take that role anytime you want.	Offer
i'm rocky raccoon on channel	Humorous Material
someplace you want to go in to do some kind of business.	Expansions of y/n Answers
i'm actually used to	Statement
oh it's shortened.	Acknowledge-answer
i'm trying to understand what it means when you do the spectral subtraction and you get a negative.	Statement
filt yeah.	Accept
and that way that one student has you know a rough idea of what was going on.	Statement
it may be worthwhile to at least try a little bit to combine the channels.	Offer
you know uh even with the voiced voiced unvoiced.	Defending/Explanation
i mean it's like in that cluster up there.	Understanding Check
uh but uh actually apparently there are there's no room left for any silence detector at the server side because of the delay.	Floor Holder
what's under this threshold is used to update the estimate.	Expansions of y/n Answers
all right i did know that.	Acknowledge-answer
step.	Collaborative Completion
no it means no it just means	Reject
since i was talking about reverberation and showing this thing that was noise it wasn't a good match.	Rising Tone
right so it's just a question of getting a laptop and a wireless modem.	Acknowledge-answer
well i was thinking lunch after.	Negative Non-no Answers
what was he doing?	Rising Tone
if they are good.	Maybe
because there wasn't any anything to discriminate between speech.	Defending/Explanation
maybe should be renamed into physical state.	Offer
so well i'll just really briefly um	About-task
okay so who wants to start?	Acknowledge-answer
and i guess espen.	Understanding Check
yeah good mikes are expensive.	Floor Grabber
they were there.	Expansions of y/n Answers
yeah that would be let's see me.	Floor Holder
but it but	Interrupted/Abandoned/Uninterpretable
that's the	Statement
and then i've worked with larry hyman on like some of the bantu languages.	Statement
if i have to use it.	Action-directive
anyway you can so they thought about different ways of having windows that you uh work within.	Statement
because in a sense that's the same sort of thing you're taking global information and determining what you how you should	Defending/Explanation
right and it's and i always use i tend to use linguine.	Floor Grabber
and admittedly they might have been looking for more detail than what we're looking for here.	Defending/Explanation
if you're american english it would be region of the u s.	Statement
or more.	Expansions of y/n Answers
you know joe.	Statement
activity.	Collaborative Completion
yeah and the question is how extensive this gets?	Acknowledge-answer
but feel free to overlap.	Action-directive
so we could drop email.	Offer
but you also should probably give them the mixed you know equal sound level.	Offer
so well let me let me expand on that a little bit from the point of view of the generation.	Statement
and yet you know it's like and instead of instead of and it's they put annette's.	Statement
uh even if there are no digits.	Expansions of y/n Answers
i it doesn't	Statement
well let's not talk about it here.	Downplayer
but that it's not necessarily final.	Defending/Explanation
are probably better yep.	Collaborative Completion
doesn't don't don't the important people have those little blue vaios that	Yes-No-question
i wonder about the cause and effect there.	Statement
and so you paused for a second.	Statement
if we saw that making a small change like you know a tenth to the self loop had a huge effect can we really make any conclusions about differences in this stuff?	Rising Tone
and uh then when one of those finished you'd fire off another one.	Expansions of y/n Answers
some small vocabulary tasks.	Expansions of y/n Answers
it's good to good to have these things all scheduled.	Humorous Material
that won't be good.	Affirmative Non-yes Answers
it's the recursion.	Statement
well it's it's a linear transformation that	Statement
and so is approaching.	Expansions of y/n Answers
and so that's the belief net that we've laid out.	Statement
we're not recording yet are we?	Understanding Check
well the way it's phrased right now it's clearly asking about language.	Statement
yeah i'm particularly sensitive to this because a good friend of mine in in seattle was named scott smith and there were fourteen of them in at boeing.	Defending/Explanation
oh i think that my understanding from	Floor Grabber
so it's basically a whole bunch of words which they can really do because of the continuity within that person's turn.	Defending/Explanation
so the way this is handled is by what's called a mixture of experts.	Rising Tone
what about just doing the the sort of the steve suggestion uh as as an add on to it?	Open-Question
you you happy?	Declarative-Question
so it's somewhere in that range.	Understanding Check
anyway so let me suggest you do something else.	Action-directive
no but i think just to be consistent we should also i mean have the same conventions just in case you want	Reject
it's just that ambiguous.	Defending/Explanation
especially when reviewers read it.	Expansions of y/n Answers
but the log probabilities	Statement
so i want to try to keep the complexity so someone can fill out this form at the beginning of a meeting without taking uh forty five minutes.	Defending/Explanation
so the sort of things he felt would be difficult for a human annotator to reliably mark would be tongue position kinds of things.	Statement
k c m file formats.	Self-talk
i thought that was.	Affirmative Non-yes Answers
actually the best system that we still have is uh our system but with their noise compensation scheme.	Understanding Check
it's something you wanted to indicate that it that i this was the end of the phrase.	Defending/Explanation
it wouldn't be hard at all.	Assessment/Appreciation
and it's not due until like may fifteenth.	Expansions of y/n Answers
does it take	Yes-No-question
doesn't need to reflect everything.	Understanding Check
but because i'm not actually touching the data.	Defending/Explanation
then there are a couple of other speech enhancement approaches which haven't been tried for speech recognition yet.	Statement
and they are going to be using up a lot of disk.	Statement
uh shall i start from	Yes-No-question
i mean i i can't imagine us doing it ourselves.	Defending/Explanation
um so then next thursday we can sort of have a little aftermath.	Floor Holder
which happen to correspond to intermediate categories.	Expansions of y/n Answers
want to view that	Collaborative Completion
even if it's sort of not full bore what i'm going to do for my thesis.	Expansions of y/n Answers
i would tend to leave that spontaneous.	Statement
leak their secrets?	Collaborative Completion
or did they mean a like a person?	Or-Clause
but something like that.	Expansions of y/n Answers
but um i think that way we'll cut into people's time um if someone's on strict time uh less.	Floor Holder
i wonder if it it might be possible to uh simulate the back end with some other system.	Offer
yeah you should talk with him.	Offer
and i would go out and do my daily business.	Statement
to be okay.	Collaborative Completion
but but i i i think in the short run	Reject-part
seemed really fast.	Assessment/Appreciation
so this particular form is speaker is dependent only on the speaker.	Statement
because the last frame doesn't have any latency.	Defending/Explanation
now it's at least six times yeah.	Affirmative Non-yes Answers
now is that the long training set there?	Rising Tone
but you're adding in fact some degradation.	Expansions of y/n Answers
and then i laugh at for the next like twenty minutes.	Defending/Explanation
it's just a matter of a very clear	Defending/Explanation
because they're distributing it through the l.d.c.	Defending/Explanation
but i wonder if uh is that sufficient or should we consider maybe getting some data gathered in such a way that um we would uh have a meeting with less overlap than would otherwise be the case?	Offer
so you have to do it vocally as opposed to visually?	Understanding Check
yeah so they have a lot of different conditions that they're going to be filling out.	Floor Holder
what what did you find easiest or more most difficult about transcribing the data?	Wh-Question
probably does.	Statement
um so it sort of came down to spectral subtraction versus wiener filtering.	Floor Holder
yeah dragging is really efficient.	Accept
yeah there's a meeting next next week i think.	Accept
haven't been awfully precise about that.	Statement
i mean liz suggested that value based on the distribution of pause times that you see in switchboard and and other corpora.	Expansions of y/n Answers
okay so let's uh	Acknowledge-answer
yeah i've i uh it's not that i didn't try.	Floor Grabber
because i know that um you can uh	Defending/Explanation
so that we create a new set of short models that don't include those speakers.	Expansions of y/n Answers
because i think it will be really difficult to do just speech recognition and then try to get some kind of meaning out of it.	Defending/Explanation
he has such a nice voice.	Statement
no it's just a straightforward h m m.	Negative Non-no Answers
i thought the free lunch idea was a great idea.	Statement
digits are nice and well behaved.	Assessment/Appreciation
so that is the training meeting.	Understanding Check
and uh so i want to um i want to start by in the next couple weeks just doing the speech group.	Floor Holder
exchange money is an errand.	Understanding Check
that's like three times three times as much disk space.	3rd-party-talk
we could just plot plot these for a speaker.	Offer
um it was a poster?	Hold Before Answer/Agreement
and it saves it in a	Collaborative Completion
right the door slam phone.	Acknowledge-answer
yeah that's that's why i only used the part from.	Floor Grabber
well if i only use six seconds it still works pretty well.	Hold Before Answer/Agreement
now that's a strange	Assessment/Appreciation
robustness meeting?	Understanding Check
so it'd have to be sort of a causal uh version of that.	Offer
in june.	Acknowledge-answer
so i so i guess the the question i was trying to get at with those experiments is does it matter what models you use.	Statement
the twentieth!	Acknowledge-answer
same result pretty much.	Acknowledge-answer
and it turns out it's because he's being prepared for a job interview or something like that then it's useful to know that that relationship.	Expansions of y/n Answers
status?	Understanding Check
so uh we we looked at the current pattern matching thing.	Floor Grabber
and if it's not a a huge difference from running with seven iterations um you know we should be able to get a lot more experiments done.	Defending/Explanation
um i guess what will happen	Floor Holder
making some decisions.	Collaborative Completion
so people are really flexible.	Reformulate/Summarize
well you do.	Dispreferred Answers
yeah they'll be joking around.	Floor Grabber
so our initial plan for icsi was to do forty hours.	Statement
or is that all right?	Or-Clause
entertainment is a good one in there i think.	Assessment/Appreciation
yeah maybe you just put in some other noise.	Floor Grabber
and and that's why we have found that it it does help.	Statement
yeah there's i i think there are some meetings where it would would it's possible like this.	Acknowledge-answer
yeah and henry higgins could say which block you were from.	Floor Grabber
so it has a uh nice useful tcl t.k. user interface.	Expansions of y/n Answers
uh uhhuh.	Continuer
so that was part of the spell check or was that that was after the spell check?	Or-Question
um if you get a probability from that information.	Floor Holder
do you remember that signif program that we used to use for testing	Yes-No-question
that's right that's right.	Accept
uh except in	Dispreferred Answers
it might be you know that the summary would would not even include what the person thought was the most interesting fact.	Defending/Explanation
and that's what uh we've already observed.	Rising Tone
and so if we're short on digits i can just you know capture people in the hallway.	Offer
so we could say that the probabilities are you know probability of being e is one over four because one person voted for e out of four.	Rising Tone
well i mean you get the g.r. from groups i guess.	Statement
so there's fifty gigs just for our corpus.	Statement
right but i mean what's the what does the last row mean?	Acknowledge-answer
well and you know i think that that's sort of the feeling you would get if unless you looked at the data at this level.	Statement
oh but he is.	Dispreferred Answers
i just sort of thought we we went around a nice discussion of the factors involved there.	Statement
and that there is some d c offset in the italian.	Statement
i haven't read the	Defending/Explanation
you probably wouldn't ordinarily though.	Understanding Check
oh that's totally cool.	Assessment/Appreciation
barriers!	Exclamation
so what i don't have with it so far is it doesn't play wavefiles.	Statement
because it's only an approximation.	Defending/Explanation
because they're doing l d a rasta?	Understanding Check
it has the same potential for error as everything else.	Defending/Explanation
no you didn't.	Acknowledge-answer
do you know him?	Rising Tone
that's enough.	Affirmative Non-yes Answers
a lot of	Collaborative Completion
the the uh traveler is that.	Rising Tone
or is it that they have several people doing it together?	Rising Tone
i mean if you knew looked back at it.	Statement
there was a difference in the amount of money awarded from the beginning to	Statement
well but but again the timing is for should be for free.	Statement
well i just think	Floor Grabber
um because we're going to be using the just the male uh model.	Defending/Explanation
i'm i'm not kidding.	Statement
so what i should do is just print out a whole stack and leave them up here.	Statement
in order to get some realistic users.	Defending/Explanation
but but but it's going to depend on who's	Reject-part
they're still working out the date.	Statement
n.s.a.	Statement
right mixed.	Acknowledge-answer
uh a little bit about	Declarative-Question
just never mind comparison with something else.	Action-directive
um i'm trying to	Statement
yeah essentially it's it's uh you know p.l.p. or or mel cepstrum or something like that.	Statement
which normally would be an acronym.	Statement
that's why there's so many insertion errors.	Understanding Check
ideally it would be nice to have like a spaniard transcribing the	Expansions of y/n Answers
the frequency domain.	Collaborative Completion
label it.	Collaborative Completion
so pauses are always an opportunity for	Expansions of y/n Answers
we're out of mikes.	Statement
and then says here it's either yep yay a or nay.	Expansions of y/n Answers
um actually is this the the right way to have it?	Rising Tone
do you know what no what no mitigation means here?	Yes-No-question
maybe we maybe we shouldn't ask it.	Offer
you know to to actually find a room that we could use regularly might actually be very difficult.	Statement
but they were there.	Rising Tone
another option is it'll pause when it reaches the end of the boundary.	Statement
oh is that what you're talking about?	Yes-No-question
i well okay i it might help	Acknowledge-answer
um whereas maybe we want to just take take a look at um arbitrary windows in time um of varying length um and cluster those.	Floor Holder
no one wants to do that.	Defending/Explanation
so that at the moment the idea we're running with is is putting the beep over it.	Expansions of y/n Answers
and you think to yourself you were way off.	Statement
okay i'll start.	Commit
so let's think about this this question of how do we want to handle	Action-directive
i i just just have the final number here.	Defending/Explanation
but for the the visual just you know i'd like to have uh uh you know the spectrogram again.	Action-directive
and then he just selects the uh thing.	Statement
the uh that you know if we feel there's other measurements we don't have that we'd like to have we can make them.	Offer
no it's really okay.	Reject
oh then it comes on.	Acknowledge-answer
couldn't he?	Tag-Question
because there'll be one form for each person.	Defending/Explanation
why don't you start with that?	Action-directive
i'm going to report that to him.	Commit
yeah the one you showed yesterday.	Accept
uh but next were switchboard and callhome.	Floor Holder
so if i did it like tomorrow that would be all right it sounds like.	Offer
well for cyber transcriber they don't quote a price.	Hold Before Answer/Agreement
yeah it's on i already added that one on my board to do that.	Accept
yeah it could.	Floor Grabber
l.d.a. filters.	Mimic Other
so and and um	Floor Holder
do you assume the noise is the same?	Rising Tone
and i'm like floating it to zeros right now.	Statement
do you mean do you mean eliciting particular constructions?	Rising Tone
and they shrug their shoulders and say oh it works.	Statement
so when i find that i i note note it as you know finishing.	Statement
gothic churches versus baroque townhouses versus	Statement
because they're this quantity that looks kind of gaussian when you take it's log.	Defending/Explanation
but someone told me that in fact because is treated differently in um in this context.	Statement
for moment you use we use phonetic targets.	Rising Tone
for instance that morgan uh accounted for fifty six percent of the robustness meetings in terms of number of words.	Expansions of y/n Answers
the p.c.p.c. keyboard.	Expansions of y/n Answers
yeah i don't know how you would do it though.	Floor Grabber
uh i wanted to take a look at um things that i could model within word.	Commit
i think i i think um you know the original plan was that the transcriber would adjust the the boundaries and all that for all the channels.	Statement
but we don't care about the timing of the words.	Negative Non-no Answers
oh yeah that's okay.	Acknowledge-answer
all through friday would be fine.	Statement
where they have	Collaborative Completion
there's an agenda?	Understanding Check
that will have to be transcribed with little uh symbols.	Statement
and you've got uh the probability of the finer uh categories on the other side.	Statement
well but what i mean is that um	Defending/Explanation
it was all in software and they and you could pick out an individual beam and listen to it.	Expansions of y/n Answers
um so i i suppose someone could try to put a hack like that into the	Offer
they're very fast.	Negative Non-no Answers
yeah but i it's uh i think you were talking about the other mail that used v a d on the reference features.	Acknowledge-answer
just because um then we know for sure.	Defending/Explanation
yeah they were they said they were going to record	Accept
then then they will read uh a task where lots of german words are sort of thrown in between.	Statement
the l d a?	Understanding Check
boy if i wanted to increase my income i could start doing the transcribing again.	Humorous Material
um some of the backchannel stuff jane had some comments.	Statement
and another thing that we did also is that we have all this training data for let's say for speechdat car.	Floor Holder
and so forth?	Declarative-Question
it's too hard without.	Assessment/Appreciation
that's a very good point.	Assessment/Appreciation
but basically for anything where you're trying to get a summarization of some kind of meeting meaning out of the meeting um it would be too hard to have fifty different kinds of meetings where we didn't really have a good grasp on what does it mean to summarize.	Statement
yeah well if we had infinite processing power and data i guess using the waveform could	Floor Grabber
because they use exactly the baseline system for converting the cepstrum once you have the speech.	Defending/Explanation
the the the the period the the the length of the window to to normalize uh the energy is uh in the context of the overlapping zone?	Understanding Check
but how much how valuable	Wh-Question
you know and but and then often it sounds like they were trying to think of something else to say.	Follow Me
i noticed that chuck was wearing the lapel a lot.	Affirmative Non-yes Answers
oh we have.	Acknowledge-answer
right thanks.	Acknowledge-answer
uh but there are a lot of parameters that we can play with.	Defending/Explanation
so you just have to let us know.	Statement
because it does have to keep track of you	Defending/Explanation
well and we also discussed the idea of having the separate d t d's would handle maybe specific meeting specific things that might be relevant.	Statement
and let's say that after that minute boundary um b is still speaking and a overlaps with b.	Statement
what i meant was you had something like cepstra or something right?	Understanding Check
okay so so i think i mean this is something to to experimentally determine.	Hold Before Answer/Agreement
so i mean i i think it there's be sort of a benefit with very minimal input.	Floor Holder
and it can be edited after the fact.	Understanding Check
because then you can get this f. zero floor for each of the speakers.	Defending/Explanation
the number x. .	Collaborative Completion
you know things.	Expansions of y/n Answers
and then down here you have the soundwave.	Understanding Check
yeah so it hurts a little bit on the well match.	Floor Holder
but just has another pronunciation.	Statement
but now when you throw in the reverberation it's even worse.	Statement
so i'm waiting to hear from him.	Statement
that's that's sort of part of that's not a destination reason that's sort of en passant right.	Statement
right so that	Acknowledge-answer
but i'd be very pleased to have everyone else completely make up the agenda.	Offer
it's very difficult if you try while you're trying say to convince somebody on the phone it's difficult not to move your hands.	Rising Tone
well there were fewer women too.	Expansions of y/n Answers
and the these um transition networks uh will be what the action planner interprets in a sense.	Statement
actually we observed we listened to some of the utterances and sometimes for finnish there is music in the recordings and strange things.	Statement
we should try to	Offer
so you you so you said one thing i want to jump on for a second.	Statement
or well what they call trap or generalized trap.	Statement
yeah that happens a lot.	Accept
makes perfect sense.	Assessment/Appreciation
should we do it a second time with pseudo	Yes-No-question
then to have it be cut off.	Collaborative Completion
because i've heard um morgan do that.	Defending/Explanation
and create a recognizer.	Expansions of y/n Answers
i'm sorry fey what?	Apology
thursday morning sounds fine?	Offer
uh i mean i don't know that we need to	Statement
they have speaker adaptation.	Expansions of y/n Answers
turn off the lights.	Action-directive
we haven't seen this incredibly difficult data of overlapping.	Defending/Explanation
yeah i think the reading zipcode stuff you're thinking of would be o.g.i.	Accept
do you have uh did you find any	Yes-No-question
well i mean i'm i'm leaving for for the uh the new orleans meeting uh next saturday.	Statement
um i also recently wrote a script um that uh generates the kappa statistic.	Rising Tone
probably something that we specified in m three l.	Statement
and so the sort of question is do you want to average all the data together or do you do you	Or-Question
the cutting of the waveforms is pretty trivial.	Assessment/Appreciation
but maybe in practice it is.	Statement
because our	Defending/Explanation
as using just the cepstrum?	Understanding Check
i finally remembered to put uh put native language on the newer forms.	Statement
why two each?	Wh-Question
maybe it's something that could fit easier in in our context than in a general meeting context.	Offer
sorry i'm just i'm just going to sleep.	Apology
but it was continued later.	Defending/Explanation
and depending on how you construct the problem.	Statement
and that violates our privacy.	Negative Non-no Answers
yeah i mean it's probably not worth your time.	Floor Grabber
i said i think it works magnificently.	Dispreferred Answers
but what about the testing data?	Wh-Question
well fair enough.	Acknowledge-answer
uh but i i think that the uh we can't really underestimate the difficulty shouldn't really underestimate the difficulty of getting a setup like this up.	Floor Holder
um the v a d is sort of in in parallel.	Floor Holder
than what it would be now.	Expansions of y/n Answers
uh barry you just got through your quals so i don't know if you have much to say.	Topic Change
was like i thought it was five p m or something.	Understanding Check
um let's move on to electronics.	Floor Holder
on that meeting.	Collaborative Completion
and and and did is this from the mixed signal?	Rising Tone
it's okay with a a little hatch.	Defending/Explanation
and also rainer malaka is going to be visiting us shortly.	Rising Tone
find the time boundaries and	Expansions of y/n Answers
what does it leave?	Wh-Question
uh you know take a bus.	Rising Tone
just just one stage wiener filter.	Dispreferred Answers
i don't know how.	Repeat
and i think this is just for historical reasons within uh the preparation phase of the project.	Statement
yeah so now he has a version of the software.	Floor Grabber
um one thing that's gotten me into problems a little bit is having the shift-backspace as the collapser.	Floor Grabber
michael kleinschmidt.	Expansions of y/n Answers
and actually another characteristic is that we're only dealing with three people.	Expansions of y/n Answers
but i didn't mean i given given the goal.	Negative Non-no Answers
i think it's more emphatic.	Defending/Explanation
so that you can	Statement
which is a good thing.	Assessment/Appreciation
no both.	Reject
so um that's that's the direction which i'm i'm thinking about going in my quals.	Floor Holder
well if if if i just need to use that subset i i can get it processed.	Statement
mixed?	Signal-non-understanding
but that i don't really know.	Other Answers
i mean here let's try it.	Statement
so it's another another victory for international collaboration.	Humorous Material
i mean you can say oh oh it's internal.	Statement
oh i guess if you plug you're ears you could do it.	Acknowledge-answer
but don't you think that's	Defending/Explanation
and four you we can handle?	Understanding Check
but like i	Statement
yeah it's it's in matlab.	Floor Holder
because all the all the um excitation all the	Defending/Explanation
we will also run some part of that uh evaluation too.	Defending/Explanation
she couldn't even speak true english sentences.	Humorous Material
uh we were going to do that at the end.	Hold Before Answer/Agreement
which is while laughing.	Expansions of y/n Answers
because i think i know when i see the the clock coming near the end of the meeting i'm like inching towards the door.	Defending/Explanation
like kind of under the breath kind of thing.	Defending/Explanation
gaussian mixture model.	Mimic Other
attend.	Collaborative Completion
you've	Interrupted/Abandoned/Uninterpretable
i had something that i could bring up.	Offer
okay well not a big deal then.	Acknowledge-answer
so so um when you you did some t i digits experiments training on macrophone.	Statement
um mostly because they were doing much lower level time.	Hold Before Answer/Agreement
um by the way there is another uh suggestion that would apply uh to the second configuration.	Floor Holder
so that you don't waste a lot of your time and the overhead in bringing people down.	Defending/Explanation
and then you can re optimize and so on.	Offer
you were looking at festival.	Statement
and it didn't seem to be any problem.	Statement
uh i don't know the remember the the number.	Statement
okay everyone must contribute to the our our sound sound files here.	Statement
oh so you're you're imagining more that you would come back here first for a while and then and then go up there?	Acknowledge-answer
some sort of slope.	Expansions of y/n Answers
uh ask them what it costs.	Offer
but actually um for english training on timit is still better than the other languages.	Rising Tone
and then the mel and then the log and then the	Rising Tone
how about if i just	Offer
i'm glad you brought that up.	Statement
the stressed stressed words.	Statement
so if it's only like in in the in the film and t v thing	Statement
they don't work for me very well.	Assessment/Appreciation
but rather than them coming up and telling me i figured we should just wait a week and they can tell both you know all of us.	Statement
yeah they're actually these like function words.	Accept
so why don't you explain it quickly?	Action-directive
or some other smoothing?	Or-Clause
and i don't know how much this can be discussed or not.	Other Answers
because their intonation is totally different.	Defending/Explanation
that way you can get started asking joe quickly while he's while he's maybe still you know putting in nails and screws and to it.	Defending/Explanation
it's it sounds like it's you know stand alone.	Rising Tone
because there's this other thing the there's this other thing in in the tourist domain which is going to be a route planner.	Statement
the idea of being able to walk into their office and say oh can i borrow your machine for a while is is is a non starter.	Defending/Explanation
that would make that would make some sense.	Affirmative Non-yes Answers
i mean um you know in in j. rasta we were essentially adding in uh white uh white noise dependent on our estimate of the noise.	Statement
at	Collaborative Completion
i guess the point was to try again to try to collect more information that could be useful later for for the u.i. stuff.	Statement
let's look at it anyway.	Action-directive
what about doing it with just the single channels?	Wh-Question
uh um so if they go i'll go r. e.h. huh m. m. .	Expansions of y/n Answers
yeah well maybe we can start with this.	Floor Grabber
he you mentioned this last time that that if if you're straight down the midline then then the the left right's going to be different.	Statement
i mean it's very nicely thought out.	Assessment/Appreciation
uh the other other thing what i tried was i just um uh took the baseline and then ran it with the endpoint uh information.	Statement
nodding with blindfolds.	Rising Tone
you are on the line.	Humorous Material
i mean of the jane took my answer.	Defending/Explanation
the x m l reading	Defending/Explanation
in a good meeting.	Understanding Check
you you can actually move them around.	Statement
i mean does it does the bias matter?	Yes-No-question
i put in if it's um unintelligible i put i count how many syllables and then i put in six x. .	Expansions of y/n Answers
what was it like say in the robustness meeting for instance?	Wh-Question
yeah i did that once too.	Acknowledge-answer
canadians yeah yeah yeah.	Mimic Other
shouldn't landay and his group be in charge of figuring out how to do this?	Yes-No-question
because i'll tend to delete things.	Defending/Explanation
but but this was unusual circumstance.	Defending/Explanation
so it may not be really a big different.	Statement
because um this is	Defending/Explanation
the self-referential aspect of these these	Statement
well i i just realized there's another category of interesting things.	Statement
yeah this is just bad design this um this is.	Accept
but the but the comments are um of four types mainly right now.	Statement
the dead meetings.	Humorous Material
and uh so i you know we we've found in a lot of ways for quite a while that having a second stream uh helps a lot.	Floor Holder
it depends on how good the mike is.	Statement
dramatically.	Expansions of y/n Answers
so andreas would it be appropriate to ask how the experiments are going?	Rising Tone
certainly have spot checking.	Expansions of y/n Answers
meaning let's keep going?	Understanding Check
well i just made that up.	Statement
but that's not necessarily any less data than the s r i hub five	Understanding Check
or or just that one?	Or-Clause
radio stuff.	Expansions of y/n Answers
or you can build on it.	Rising Tone
it's much more worth while to do if someone else is going to use it.	Offer
i uh you know.	Follow Me
you've done that.	Statement
i don't know it's how well they categorized.	Other Answers
initials?	Collaborative Completion
do it separately then okay.	Offer
so unless there's going to be some speech in there i don't think i need to listen that carefully.	Statement
yeah it's already there.	Accept
usually less than point five percent.	Expansions of y/n Answers
yeah i mean i think the formats would be similar.	Acknowledge-answer
but what happens if you have less than twelve seconds?	Wh-Question
because it's because uh	Defending/Explanation
at one point in time or uh twenty over twenty milliseconds or something you have a spectrum or a cepstrum.	Statement
so so the the point is that if you if we try from the get go to do it off the p.z.m. we won't get anything.	Floor Grabber
how about yeah how about post p h d researcher or something?	Or-Question
every frame that's over what threshold?	Declarative-Question
is that using in combination with something else?	Rising Tone
five percent of time or five percent of what?	Understanding Check
so when you used original the original models and you just process the test set in this way do you get any do you get decent performance or not?	Or-Question
yeah and it does become sort of unwieldy to have these very large feature vectors.	Floor Grabber
if you were going to have a short time for	Expansions of y/n Answers
so the program's called w encode.	Rising Tone
um and so the question is does anyone care?	Rhetorical-Question
uh uh do did you have a look at at the uh meeting digits if they have a d c component?	Yes-No-question
and it really removes it.	Statement
because it has a reject model for you know mismatched speech essentially.	Defending/Explanation
i don't i can't explain that.	Other Answers
we we we were going to use the same tool.	Affirmative Non-yes Answers
uh the the	Floor Grabber
okay because uh we do want to get them perfectly but i think we're going to have to do a first cut at a lot of them to see how they interact.	Acknowledge-answer
extracts out the language.	Expansions of y/n Answers
and what were you just describing?	Rising Tone
uh okay so the one one place where it looks like we're messing things up a bit is in the highly mismatched italian.	Floor Grabber
i mean because from a discourse purpose it's it's more it's more useful to be able to see	Defending/Explanation
what the context cues are	Expansions of y/n Answers
what are these?	Wh-Question
and furthermore it's a form that's specific to spoken language.	Statement
connect the	Action-directive
oh so o g i two is just the top top row?	Understanding Check
but it's not popular it's only only	Statement
i mean he's	Statement
right sure sure.	Continuer
well we find some people so that uh agree to maybe work with us.	Offer
and it used a lot of training data.	Statement
yeah yeah just talking about.	Affirmative Non-yes Answers
cut the red wire!	Action-directive
so um let's say i have like a thousand little little jobs to do.	Floor Holder
is it turned on?	Rising Tone
they might lie anyway.	Statement
although you you know you haven't tested it actually on the german and danish.	Dispreferred Answers
is there another backed up disk that you know of that would	Yes-No-question
so um so what that says is that in a matched condition we end up with a fair amount worse putting in the uh p l p.	Floor Holder
you know anything that was televised for a third party has the characteristic of not very much overlap.	Statement
actually i think this thing is really cutting the blood flow.	Statement
oh is that what you mean?	Rising Tone
yeah i wasn't thinking of that one in particular.	Acknowledge-answer
battery.	3rd-party-talk
in fact it's good.	Assessment/Appreciation
fine that's all right that's okay.	Humorous Material
but uh you can also	Topic Change
it's similar.	Affirmative Non-yes Answers
and and then collapse it.	Collaborative Completion
but is it still true that basically the speaker adaptation um sort of negates much of the advantage?	Yes-No-question
and that way you'll get more variety.	Defending/Explanation
uh then does that uh you know maybe with similar noise conditions and so forth does it does it then look much better?	Open-Question
yeah restarting the script basically.	Accept
i was going to ask you to speak up.	Repeat
so the it wasn't estimating the noise initially.	Statement
and then with over estimation of the noise depending on the uh the s n r with smoothing along time.	Rising Tone
or they just didn't they played with the thing and it didn't leave it in the on position or whatever.	Maybe
