sentence	label
and, and, yeah,	Acknowledge (Backchannel)
those are real,	Statement-non-opinion
well, do you think that, um, it should be like we have this sort of random spot testing type of thing	Yes-No-Question
and i'd a lot rather pay taxes here and have what we have, then have to live there.	Statement-opinion
i forget,	Hold Before Answer/Agreement
and then, uh, cardboard, there's a few,	Statement-non-opinion
well, thanks for calling.	Conventional-closing
to find it,	Repeat-phrase
well, the first time we were on this it came just about every day.	Statement-non-opinion
so, you, what you're saying is this, if there is the second offense, then you execute them.	Summarize/Reformulate
and you are prepared next time.	Statement-opinion
and, and, uh, before i went into any of the interviews, uh, they took me to the doctor to give me a physical.	Statement-non-opinion
maybe, huh.	Agree/Accept
so how,	Uninterpretable
oh, where do you stay?	Wh-Question
it's not much bigger.	Affirmative Non-yes Answers
do you  ever,	Yes-No-Question
you say yes.	Summarize/Reformulate
are, are you involved in music?	Yes-No-Question
and each one works in one part of town	Quotation
it's remarkable the things we can do now, and compared to, you know, a few years. just the power,	Statement-opinion
well, part time.	Dispreferred Answers
a dollar, oh well,	Repeat-phrase
we they called us at five	Statement-non-opinion
uh, so, uh, what are your benefits like at your job,	Wh-Question
but, um, i,	Uninterpretable
well, i shouldn't say the only time,	Hedge
was that the man that, that claimed he was abused	Yes-No-Question
what year, i mean, how old are they?	Wh-Question
uh, oh, jeez.	Appreciation
my first one was the toughest,	Statement-non-opinion
i think that's really true.	Agree/Accept
kentucky?	Signal-non-understanding
so that kind of threw them off.	Statement-non-opinion
well, you think that takes care of the time and,	Yes-No-Question
but, uh, where you,	Uninterpretable
so they, oh,	Uninterpretable
so other than the vikings, who do you like?	Open-Question
to work?	Collaborative Completion
we have a garden.	Statement-non-opinion
and, and, i,	Uninterpretable
or are we going to keep having to try to juggle all of this?	Yes-No-Question
so how many, um, credit cards do you have?	Wh-Question
otherwise, they hold it over your head forever, right	Yes-No-Question
but they're like,	Uninterpretable
but you know, i like to know more, i mean, hear about more people that have things like that you know?	Statement-opinion
so i guess we'll,	Uninterpretable
that's what i'm  saying.	Statement-non-opinion
and so we're just, uh,	Uninterpretable
oh, it was just like a dump there,	Statement-non-opinion
uh, what is the, uh,	Wh-Question
so you, so you don't you don't get anything off the gulf, uh, immediately from, from the ocean.	Declarative Yes-No-Question
uh, it's a, it's a,	Uninterpretable
um, where do you work at	Wh-Question
and not have any care.	Collaborative Completion
do they put, uh, long,	Yes-No-Question
well, do you do, do you do recycling?	Yes-No-Question
you know, like, like, uh, my best friends are blacks	Quotation
you know, he was, uh, allowed to,	Uninterpretable
what do you think, mark?	Open-Question
and, and  i wasn't, i didn't mean that	Statement-non-opinion
around,	Agree/Accept
in okay.	Other
well, to  punish him for the crime but also to try and reeducate the man's thinking.	Maybe/Accept-part
do you do it at home or a club	Yes-No-Question
how do you like to camp?	Open-Question
have you ever been to marlin?	Yes-No-Question
they, they do.	Statement-opinion
do you feel that it has improved the way you feel?	Yes-No-Question
well, what's your views on it?	Open-Question
you know, if  someone is	Uninterpretable
and, uh, went to the seattle aquarium.	Statement-non-opinion
um, well, the conductor gets paid a little bit, you know,	Affirmative Non-yes Answers
and so very	Uninterpretable
um, so where do you live in pennsylvania?	Wh-Question
uh, and, but, uh, the ...	Uninterpretable
oh what a deal.	Appreciation
and how do you spell that breed?	Wh-Question
and i got off on my rows somehow,	Statement-non-opinion
the ones that what?	Signal-non-understanding
johnson city,	Repeat-phrase
well, what about a voluntary program?	Open-Question
so you haven't done that before.	Declarative Yes-No-Question
well, i'll keep that one in mind.	Offers, Options Commits
well, they haven't, they haven't, have they just lost one game this year?	Yes-No-Question
and, uh, that's,	Uninterpretable
do you have friends that play with you	Yes-No-Question
you feel like you're a little bit out of it, don't you.	Yes-No-Question
you could probably just, you know,	Statement-opinion
and there was crushers out in all of the hallways you know,	Statement-non-opinion
um, um. right.	Acknowledge (Backchannel)
but, uh, they, they really are nice cars, there, there,	Statement-non-opinion
it's in the usually, you know,	Uninterpretable
well, dana, it's been really interesting,	Conventional-closing
well, that's a nice way of putting it.	Appreciation
i mean now	Uninterpretable
so, um, what about your wife,	Open-Question
despite the fact that your number is unlisted?	Declarative Yes-No-Question
uh, i haven't,	Uninterpretable
and that was, that was that was some, some program where people gave their time, in trade for, for money,	Summarize/Reformulate
it's not, uh, you know it's not, uh,	Uninterpretable
we have, uh, in california,	Uninterpretable
and what to do when they're faced with it.	Collaborative Completion
and what are you studying?	Wh-Question
very much, yeah,	Agree/Accept
and all the juices and everything are all sealed in.	Statement-non-opinion
oh, i in my opinion, it's even than.	Uninterpretable
little,	Uninterpretable
do you play every day?	Yes-No-Question
or even have you ever seen where they, they'll take a watermelon and just cut the top out of it and then hollow that out, and then put the fruit in the watermelon that is really neat .	Yes-No-Question
and so, it's interesting that as you get older you begin to understand that you need to exercise.	Statement-non-opinion
how big is the family you cook for?	Wh-Question
i've seen, you know, like elderly people that really can't get out too much sometimes.	Statement-non-opinion
she  ...	Uninterpretable
have you ever had a car with an air bag?	Yes-No-Question
oh, well, i'll leave you back to your work.	Action-directive
well, as far as that goes,	Uninterpretable
oscar.	Repeat-phrase
i don't mind my taxes as much as my social security.	Statement-non-opinion
but, um, i don't know what, what	Uninterpretable
that would be fun to see.	Statement-non-opinion
i want what everybody has.	Quotation
college credit is a good idea because,	Agree/Accept
but, but the other, the other difficulty is, is that it's just, if, if you take the to, to feed my sheep and the question is, who are my sheep,	Rhetorical-Question
but now, the fact that you still have two cards,	Uninterpretable
uh, have you ever done any painting outside?	Yes-No-Question
see that's,	Uninterpretable
wow, uh-huh.	Appreciation
that's, that's something.	Appreciation
well if you go in a chinese store ask for hoi sin, h o i s i n.	Statement-non-opinion
to help out.	Collaborative Completion
uh, we had started out like that	Statement-non-opinion
and the only,	Uninterpretable
well, what would you have at a dinner party?	Wh-Question
but there's no thinking involved, no motion, you know,	Statement-opinion
good morning	Conventional-opening
we got a great topic	Statement-opinion
was a visa card?	Yes-No-Question
if you were,	Uninterpretable
that's the way, the way the pendulum seems to be swinging, right now.	Statement-opinion
and, uh, many matters are so complicated that it's so hard to, uh, come up with the fair value, uh, or the fair sentence	Statement-non-opinion
i, i really now,	Uninterpretable
now, that sounds awful.	Appreciation
so i enjoy it.	Conventional-closing
but i remember,	Uninterpretable
think about what you can buy for sixty dollars.	Action-directive
i guess with that money who cares	Statement-opinion
and i thought it was more because of the, the very transient nature of the area and that people were going basically just as you said, as a social to meet people, and that,	Statement-opinion
well, it's a number of different things.	Other Answers
we have some people that have done their lawns,	Statement-non-opinion
and, and going on.	Uninterpretable
but , you know  in a sense, you see what i'm saying though.	Declarative Yes-No-Question
so, but, uh, you know, i don't know,	Hedge
designed,	Uninterpretable
uh, i also take better homes and gardens.	Statement-non-opinion
but if he's a space cadet and doesn't watch the children, and be aware of what the safety hazards are,	Statement-non-opinion
the, uh, the, some of the nautilus equipment that i started seeing at the one that we used to go to was really interesting,	Statement-opinion
do you have a lot of land	Yes-No-Question
now that's for individual.	Declarative Yes-No-Question
this is kind of a, um,	Uninterpretable
uh, that may be wrong.	Hedge
well yeah	Yes Answers
if nothing else, see how the city works, stuff like that.	Statement-opinion
pardon the terminology,	Apology
too bad the mavericks couldn't get him.	Statement-opinion
it's a, it's a rough it's a rough, a rough situation.	Statement-opinion
you learn  something every day.	Appreciation
it's pretty neat.	Appreciation
do you get spooked, you feel,	Yes-No-Question
well at least you've got some	Statement-opinion
just news,	Agree/Accept
sounds vaguely familiar.	Affirmative Non-yes Answers
so, then it	Uninterpretable
i mean, i would get there at eight o'clock in the morning,	Statement-non-opinion
oh, how awful,	Appreciation
did you have anything else?	Yes-No-Question
and we started doing, um, large quantities of chlorination of water starting around, uh, where we experimented with it in nineteen oh three and nineteen thirteen most of the major cities had chlorinated water.	Statement-non-opinion
all done by yourself, huh?	Yes-No-Question
so what is your house like?	Wh-Question
oh, exactly	Uninterpretable
and, uh, you know, it is just regular	Statement-non-opinion
thank goodness.	Appreciation
what's the name of it again?	Wh-Question
and, you know, there's part,	Uninterpretable
and all these other things.	Agree/Accept
leslie, what are you studying?	Wh-Question
i like the funny, satire,	Statement-non-opinion
how do you grow paper?	Repeat-phrase
that will be something, you know, they would look forward to if they knew, you know, that the puppy is coming on wednesday.	Statement-non-opinion
but i'm not,	Uninterpretable
but, uh, not, nobody, no,	Uninterpretable
but, what we ended up with was about four thousand.	Statement-non-opinion
the turnover,	Collaborative Completion
oh, well that will be nice though.	Appreciation
you spent that much on your dresses?	Yes-No-Question
again, having,	Uninterpretable
huh!	Appreciation
is that how you heard about this thing?	Yes-No-Question
little thing.	Other
you know, i  think that, uh, i mean i know that in my town, you know, most of the, most of the parents, they're valued education.	Statement-opinion
but, any way, uh,	Uninterpretable
they real, beautiful.	Agree/Accept
what do you think the outcome will be?	Wh-Question
and you have to walk right down the middle with it.	Summarize/Reformulate
so we often buy it	Statement-non-opinion
but, i didn't think that was as good.  because,  it was like, you know, you couldn't really talk and stuff, like you could when, you were at the lake,  or somewhere,  you know, where you were out.	Statement-non-opinion
talk to you later maybe.	Conventional-closing
and, uh, and then they have, they raise a, they raise two sides	Statement-non-opinion
okay,  um.	Repeat-phrase
uh, i've been recycling for maybe about two years now and, at another public facility where they have, you know, recycling of glass, uh, aluminum and paper.	Statement-non-opinion
oh, isn't that great.	Appreciation
so i do think it's right that they're harder on themselves,  you know.	Statement-opinion
what do you do in your garden,	Rhetorical-Question
but i, i, i find this whole,	Uninterpretable
how old is your car?	Wh-Question
because  you never know,	Hedge
what are some of your favorite foods?	Wh-Question
uh, actually no,	No Answers
i was central california.	Negative Non-no Answers
norman gear.	Statement-non-opinion
but my brother and his wife live in nevada, my daughter lives in colorado, one of my nephews lives in new york city, one nephew lives in memphis and my son lives here,	Statement-non-opinion
but that's it.	Statement-non-opinion
we'll give you five thousand dollars up front	Quotation
oh, of course,	Agree/Accept
but do we have to carry this on into the summer and the spring you know, all of that,	Rhetorical-Question
but it's, it, uh, uh,	Uninterpretable
there is, there's an awful lot of things set up, you know, just any, anything you want to do.	Statement-opinion
what do you do georgeanne?	Wh-Question
well, i just started to this year because of these silly raiders that didn't do very well	Affirmative Non-yes Answers
schnauzers.	Repeat-phrase
do you have a favorite between those two?	Yes-No-Question
anyway  back to the subject,	Action-directive
it's, it's difficult,	Statement-opinion
do you watch a lot of t v to get the news then?	Yes-No-Question
i don't know if i blame it on the school.	Statement-non-opinion
oh, i wish i had that booklet here.	Hedge
oh, you don't know what happens after they get in school.	Statement-non-opinion
um, what did you do when you did exercise regularly?	Wh-Question
although i i wish, you know, overall they'd try the lottery again.	Statement-opinion
well, but see now,	Uninterpretable
for how many years?	Wh-Question
heavens,	Appreciation
so graphic.	Collaborative Completion
so what movies have you seen?	Wh-Question
uh, probably no.	No Answers
and it's not really,	Uninterpretable
and let them drop to the bottom and maybe do a, a kind of a slow reel.	Action-directive
well, when, when it use to be latin.	Other Answers
that's really scary.	Appreciation
that makes a difference, doesn't it.	Yes-No-Question
reduce the violence in the prisons.	Action-directive
well, have you had any good ideas yet?	Yes-No-Question
well, you know, maybe not.	Dispreferred Answers
in that particular instance, uh,	Statement-opinion
and in about two months we were back to doing the same thing we always do.	Statement-non-opinion
so, so, what kind of music do you like?	Wh-Question
i was offered a job and turned it down because my mother got it for me.	Statement-non-opinion
have you tried it?	Yes-No-Question
but, but	Uninterpretable
and he said, oh i didn't go vote.	Statement-non-opinion
my wife and i always sort of bring this up about her being syrian, you know, and my being jewish, you know.	Statement-non-opinion
that's very smart.	Appreciation
course, it's, it's not that i'm wanting to, i'm not going to want to go and have sex with everybody i see.	Statement-non-opinion
but, and we don't really,	Uninterpretable
and if your child would be maybe sleeping in that crib all day,	Rhetorical-Question
and is it different for the, for the b m w?	Yes-No-Question
this is a, we're in a rather wealthy suburb of washington.	Other Answers
obviously you have kids.	Declarative Yes-No-Question
and the whole theater was hysterical	Statement-non-opinion
do you ever watch that?	Yes-No-Question
so, i don't know what the answer is.	Hedge
oh, i  bet it is, too.	Appreciation
so you would have a little more trouble when you were looking for a dining area than what most most people would.	Declarative Yes-No-Question
it, it's, it,	Uninterpretable
it was good talking to you robert .	Conventional-closing
how would you go about organizing a family reunion?	Wh-Question
not the harsh criminality,  that you find in,	Declarative Yes-No-Question
well, here they and,	Uninterpretable
do you work with a company that, uh, gives drug testing	Yes-No-Question
what's a good apple to bake pies with?	Wh-Question
that's why i look at my neighbors yard	Statement-non-opinion
my name is pat johnson	Conventional-opening
do you like professional basketball?	Yes-No-Question
but it just is,	Uninterpretable
that's.	Uninterpretable
a, a, a year's plenty of time you know, for something to come out, i guess.	Statement-opinion
well, that must be helpful.	Declarative Yes-No-Question
the dallas cowgirls, huh.	Backchannel in Question Form
and, uh, you know, i've got, you know,	Uninterpretable
oh, i think the, the sales tax, they just got to do something about it.	Statement-opinion
to operate, yeah.	Summarize/Reformulate
it was kind of interesting.	Statement-opinion
in to, uh,	Uninterpretable
and, uh, you know, we've got people here that really, you know, need to be working	Quotation
so, we, we do a lot of,	Uninterpretable
oh do they.	Backchannel in Question Form
oh dear,  that's terrible.	Other
what do you think could be better	Quotation
do you all just sort of chip in and help out with stuff when you are there?	Yes-No-Question
but i think he's stopped pretty much now.	Statement-non-opinion
uh, what do you think was different ten years ago from now?	Open-Question
every, every, uh,	Uninterpretable
and, um, it,	Uninterpretable
but anyhow. well, listen, i guess that's about it then.	Conventional-closing
it seems almost as though children hate it.	Statement-opinion
did you take kids along?	Yes-No-Question
to have	Uninterpretable
you know what i mean, you know.	Other
do they use highway people	Yes-No-Question
well, whenever	Uninterpretable
and that, that, the penalty ought to be out there, and be enforced?	Yes-No-Question
well, the other side is that unfortunately some of the down side,	Uninterpretable
so  why spend your time getting qualified.	Rhetorical-Question
the diesel.	Agree/Accept
i'm from,	Uninterpretable
where all you guys go?	Wh-Question
because   you still have to	Statement-non-opinion
fish eggs?	Repeat-phrase
uh, spend a day and a lot of money	Collaborative Completion
i, i was, you know,	Uninterpretable
how are we going to make that happen?	Rhetorical-Question
a service.	Other
stay.	Repeat-phrase
oh, i'm not sure.	Hedge
four weeks,	Repeat-phrase
but, uh, uh, the, uh,	Uninterpretable
they, we call it, um,	Uninterpretable
but do you think there's accounting on an ordered of magnitude or, or that, that they really do understand how much money it is,	Yes-No-Question
this week,	Uninterpretable
well it's been fun, i enjoyed talking with you.	Conventional-closing
it sounds like your kids are doing stuff	Conventional-closing
so, uh, what was the last car repair you had?	Wh-Question
and it seems like it, it rarely does happen.	Statement-opinion
does it say something?	Yes-No-Question
some place else.	Acknowledge (Backchannel)
to oops, are you okay, tiana, come here honey.	3rd-party-talk
but it's, i don't know, we're a college town	Hedge
seems i read,	Uninterpretable
i'm not sure how they do that.	Statement-non-opinion
to that switchboard,	Yes-No-Question
well, i declare.	Appreciation
um, i very seldom read a newspaper.	Statement-non-opinion
hopefully,	Uninterpretable
one of the,	Uninterpretable
the big,	Uninterpretable
so that's sort of related to her field  a little bit.	Declarative Yes-No-Question
well, okay this person has been charged with first degree rape, uh,	Quotation
do i	Uninterpretable
trying to think of all, uh, oh,	Uninterpretable
you know for quite some time, just about every one of the states had given up the death penalty.	Statement-non-opinion
or did you have a budget to, uh, get your down payment going to get a house?	Or-Clause
and i was just.	Uninterpretable
the, the wide open, the spaces,	Summarize/Reformulate
but around here, at this time of the year we are into sweaters and, uh, coats.	Statement-non-opinion
even the religious organizations.	Statement-non-opinion
but you know, since this is,	Uninterpretable
what, what kind was it?	Wh-Question
uh , well,	Uninterpretable
was a, a, it's more or less a suburban school system?	Declarative Yes-No-Question
or this summer i went to colorado	Statement-non-opinion
i think i would rather a person go ahead and be put down than give them the opportunity to get out and do it again.	Statement-opinion
in our country,	Agree/Accept
is that, is child care or that type of idea completely foreign to them?	Yes-No-Question
oh, it, it's,	Uninterpretable
i had one lady one time	Statement-non-opinion
i've, you know,	Uninterpretable
or they're doing this and that,	Statement-non-opinion
uh, i do not know,	Hedge
so in each of the dorms you have a place for that?	Yes-No-Question
do, do you also?	Yes-No-Question
um, that's interesting,	Appreciation
i think chico's	Uninterpretable
and they came back	Quotation
i think it's, well,	Uninterpretable
i, i, think, you know,	Uninterpretable
well, myself i always,	Uninterpretable
and, then, yeah,	Acknowledge (Backchannel)
but i'm wondering how many women actually major in engineering.	Declarative Wh-Question
so the original question, do we think they're a threat to our, you know, a security threat?	Yes-No-Question
you know. so i just go, you know,	Uninterpretable
definitely able to go to war twenty years ago but not vote.	Dispreferred Answers
and, uh, and then, uh.	Uninterpretable
or are you,	Or-Clause
you still did what you do now.	Yes-No-Question
does he?	Backchannel in Question Form
we come from a,	Uninterpretable
and people would just drink openly.	Statement-non-opinion
they're two and one.	Statement-non-opinion
but there's kind of like a little, a little thing sticking out, uh, in the lake michigan,	Statement-non-opinion
it's, it's no one's	Uninterpretable
is his office in plano?	Yes-No-Question
i guess it was about three hundred yards worth.	Statement-non-opinion
defense systems and electronics group?	Declarative Yes-No-Question
the stuffed turnover.	Collaborative Completion
how about the other four, other three who went?	Open-Question
can still make big bucks	Quotation
is this the first year they have been up?	Yes-No-Question
i, i got a few peas out my garden a couple of days ago.	Statement-non-opinion
charleston is a really nice place to visit.	Statement-non-opinion
i don't know how that's going to affect, uh,	Statement-non-opinion
where you've got to leave the furniture just one certain way, you can't rearrange it at all.	Statement-non-opinion
those are	Uninterpretable
i, i'd have to almost go take a class or something like that.	Statement-non-opinion
and what i hear a lot of neighborhoods do have the, the pickup now,	Statement-non-opinion
do like sort of all the regular sitcoms and so forth, start at seven o'clock?	Yes-No-Question
and see, i've had somebody tell me that regarding henry, you know, the harrison ford movie is supposed to be really good,	Statement-non-opinion
are you aware at all, of, of what they would, what they cost?	Yes-No-Question
to see how that's,	Uninterpretable
uh, and how, how do you feel about, uh, let's see, eye care?	Open-Question
and, um, what did, did you ever try using like prodigy or any of those systems?	Yes-No-Question
how about movies,	Open-Question
i you know,	Uninterpretable
well, they need a schedule i think.	Statement-opinion
well, it depends again if we're talking about uh,	Hold Before Answer/Agreement
you ever heard of lufkin?	Yes-No-Question
uh, i've kind of,	Uninterpretable
yeah yeah, *b	Agree/Accept
and do you have the time to relax so that you can take advantage of it?	Yes-No-Question
and then when i first started my business, uh,	Statement-non-opinion
and then freeze them	Collaborative Completion
i mean i had a delightful evening one night cutting a bunch of those suckers up.	Statement-non-opinion
oh how  neat.	Appreciation
and, uh, you know, and she asked,	Uninterpretable
they, you know, they,	Uninterpretable
and, uh, yes.	Yes Answers
they have the, they have the play-off experience,	Statement-non-opinion
i mean  we'd done everything we could to keep out the weather. you know, and stuff	Statement-non-opinion
i may have to see the video.	Statement-non-opinion
are there a lot of trailers around there?	Yes-No-Question
i don't think the, you know, i don't think money is going to take the place of intelligence or, uh, problem solving skills.	Statement-opinion
they supplied some, uh, you know,	Uninterpretable
well i think it made parts of it a lot easier.	Dispreferred Answers
and, you know, and	Uninterpretable
everyone had a two way wrist watch t v on their wrist, like, uh, dick tracy.	Action-directive
how did you get involved?	Wh-Question
are they driving the baby-sitter crazy	Quotation
to here are some cookies, kyle.	3rd-party-talk
well, i, i	Uninterpretable
uh, once in a while, when i'm home.	Affirmative Non-yes Answers
that's, um,	Uninterpretable
i don't know if you know, remember about the w p a,	Declarative Yes-No-Question
so do you like, um, movies a lot?	Yes-No-Question
sorry i roped on volvos then.	Apology
but, i mean, do you see yourself having thirteen kids or twelve kids?	Yes-No-Question
i guess, if it were, if, if,	Uninterpretable
you cook the noodles and make, and brown hamburger and put tomato sauce in with it	Statement-non-opinion
but it's just, you know, leak, leak, leak everywhere.	Statement-non-opinion
what's the name of that company	Wh-Question
and they also,	Uninterpretable
do you trust, your, your son,	Rhetorical-Question
oh, i just,	Uninterpretable
whoa, okay!	Appreciation
kids are out.	Declarative Yes-No-Question
two hours where?	Signal-non-understanding
what i hate is,	Uninterpretable
if i had,	Uninterpretable
you would like to know what they're doing right	Summarize/Reformulate
uh, was,	Uninterpretable
you can make a good living at it.	Quotation
i can't.	Statement-non-opinion
you know, some of the,	Uninterpretable
why not pay industry a little more,	Rhetorical-Question
and i'm not going to throw a bottle away,	Quotation
i'd be	Uninterpretable
about your  baby.	Declarative Yes-No-Question
i needed to make friends.	Statement-non-opinion
what do i say, uh,	Self-talk
but i have enjoyed the conversation.	Conventional-closing
look at the news tonight,	Action-directive
yes, well.	Acknowledge (Backchannel)
god, it's amazing	Appreciation
do you have those up there?	Yes-No-Question
in germany.	Repeat-phrase
that, that, that's true, that's exactly how they do it.	Agree/Accept
i put it in the bedrooms and the bathroom,	Statement-non-opinion
and that's, they don't all have their own country,	Statement-non-opinion
but he just, to me, is not a very dynamic actor.	Statement-non-opinion
they raise them.	Collaborative Completion
oh, my god, the poor woman.	Appreciation
and none of my,	Uninterpretable
it's also,	Uninterpretable
have you  absentee  voted  in, in  in texas?	Yes-No-Question
uh, and, too, the,	Uninterpretable
you, know, i guess are you is it a little bit of constricted, because a lot of restaurants don't take,	Yes-No-Question
so are you	Yes-No-Question
but  he has cerebral palsy so bad that he just cannot communicate.	Statement-non-opinion
and so, um, i guess because i,	Uninterpretable
you know, how many people are in simply red, stuart to someone else in the	3rd-party-talk
that's one thing.	Statement-opinion
you still,	Uninterpretable
it is fun really.	Statement-opinion
well because, it's, you know, the indians, i don't think they pay tax.	Affirmative Non-yes Answers
should we give it a try?	Yes-No-Question
uh, she was, uh, uh,	Uninterpretable
oh, that's  marvelous.	Appreciation
and let's go out and do things together when i don't feel like it, you know	Quotation
uh, he's,	Uninterpretable
what made you all decide to put her, or what made her decide to go?	Wh-Question
all their time.	Collaborative Completion
well, with the, with the costs as they are right now, do you think that the government, uh,	Yes-No-Question
bye-bye or	Conventional-closing
it took, it took a while to do.	Statement-non-opinion
which church is it?	Wh-Question
do you exercise a lot?	Yes-No-Question
and if that doesn't work, then to go get somebody, you know, a little bit more wiser and older and take them with you and go to them,	Quotation
do you have to be an active t i employee to join texans or, or a	Yes-No-Question
but, um, it just took him so much longer,	Statement-non-opinion
well, yeah, i think the teachers uh, did,	Affirmative Non-yes Answers
is there a limit?	Rhetorical-Question
knowing from what my daughter has gone through, she's, she learned a lot	Statement-non-opinion
what's the topic?	Wh-Question
well, not being a drug user i don't have a problem with that personally	Affirmative Non-yes Answers
did it change anything for you?	Yes-No-Question
each one of those puts on a few pounds, doesn't it.	Yes-No-Question
you know what i'm saying,	Rhetorical-Question
are you familiar with the international baccalaureate program.	Yes-No-Question
although we did actually get,	Uninterpretable
so. no.	No Answers
nobody can have this many relatives,	Quotation
that's, that's what,	Uninterpretable
well what kind of cash?	Wh-Question
no doubt,	Appreciation
well, i guess i'd better close now so i can,	Conventional-closing
take it,	Uninterpretable
and then another young fellow had to meet with the judge and the prosecutor and the defense attorneys on three different occasions before he was finally excused from the jury because his wife was about to have twins.	Statement-non-opinion
but, um, we really would like to,	Statement-non-opinion
or, you know semi .	Statement-opinion
i mean cause they just,	Uninterpretable
the yard's all fenced in	Statement-non-opinion
uh, hang on one second	Action-directive
that's pretty good,	Appreciation
shoo, i guess so.	Appreciation
let me see if i can get on a cleaner line.	Offers, Options Commits
you're kidding,	Backchannel in Question Form
it's fun	Statement-non-opinion
and, um, what was the name of that?	Self-talk
were you here during the hailstorm two years ago?	Yes-No-Question
just recently.	Declarative Yes-No-Question
it's hard to explain to them why you can't.	Summarize/Reformulate
and your building didn't fall down, you know	Quotation
steve, this is,	Uninterpretable
were you sailboating?	Yes-No-Question
what does  that house got attraction?	Quotation
so, uh, it's not affiliated with anything, is it.	Yes-No-Question
but, uh, i also,	Uninterpretable
well, how,  like how much is an oriole game?	Wh-Question
and you could get there	Summarize/Reformulate
and, that was kind, that was kind of neat.	Statement-opinion
is that better?	Yes-No-Question
i guess the weather,	Uninterpretable
don't do it.	Quotation
and, um, i don't know if you like this kind,	Declarative Yes-No-Question
and, that, to me, well, that, you know,	Uninterpretable
but your right. *your you're	Agree/Accept
um, i don't think i ever tried.	Negative Non-no Answers
so what do you you in your lawn?	Open-Question
uh, but but actually our, i guess our weather pattern comes from the, uh, blows north east,	Reject
just change our priorities a little bit.	Summarize/Reformulate
oh, are they black then?	Yes-No-Question
hi to someone in	3rd-party-talk
and i have a ten year old and a twelve year old.	Statement-non-opinion
are you finding that, uh, since you're doing substitute, that you're wanting to do full-time?	Yes-No-Question
oh, i, i don't know.	Other Answers
well, uh  ...	Uninterpretable
and then you could get it at the reunion.	Declarative Yes-No-Question
you're stuck together.	Acknowledge (Backchannel)
oh, actually, that's true,	Appreciation
letting him  out again	Collaborative Completion
ran out of jeans	Quotation
you don't have to carry the cash,	Summarize/Reformulate
it's a project, uh, that i did,	Statement-non-opinion
oh, we're going to do this, we're going to do this,	Quotation
but i don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either.	Statement-opinion
have you taken it?	Yes-No-Question
oh, serious	Acknowledge (Backchannel)
two dogs,	Repeat-phrase
and, uh, yeah	Agree/Accept
anyhow it's some,	Uninterpretable
is that, is that what	Uninterpretable
and we said to them, if you recycle, you'll, you know, you'll go two weeks without having to put out the green container.	Statement-non-opinion
you know, i think they have in mind what they want to do	Statement-opinion
throw the lids and everything out,	Action-directive
other things.	Collaborative Completion
what do you do now?	Wh-Question
there was a thing on,	Uninterpretable
well, now, do you work for t i?	Yes-No-Question
i watched it without them.	Statement-non-opinion
huh. it,	Uninterpretable
huh. the, uh,	Uninterpretable
how old is your child?	Wh-Question
and, uh, uh, i tell you just by doing it, uh,	Statement-non-opinion
but basically, it's a,	Uninterpretable
and, people always asking me to do something else.	Uninterpretable
and, uh, it actually worked pretty well	Statement-opinion
well the, the results,	Uninterpretable
what do they do?	Wh-Question
it's   it's mostly religious anyway.	Collaborative Completion
how can you even think like that?	Open-Question
i have a daughter who just  had a second job,	Statement-non-opinion
and being,	Uninterpretable
it made you feel really good.	Statement-opinion
but i also,	Uninterpretable
huh, i really enjoyed that,	Statement-non-opinion
all split.	Summarize/Reformulate
do you watch cheers	Yes-No-Question
to the,	Uninterpretable
that may not be a bad idea.	Statement-opinion
not quite, huh.	Repeat-phrase
i bet it is gorgeous.	Appreciation
something  you know .	Uninterpretable
would you then go  hiking.	Yes-No-Question
um, are you in college right now?	Yes-No-Question
either	Uninterpretable
that's great as a kid though, isn't it, i mean,	Yes-No-Question
uh, i've got one little girl.	Affirmative Non-yes Answers
and people really saw that was,	Uninterpretable
so how do you feel about it?	Open-Question
um, nothing comes to mind right off,	Hold Before Answer/Agreement
and, and, uh, the,	Uninterpretable
what, what,  what are green fees run there?	Wh-Question
and, um, yeah	Uninterpretable
if i'm going to walk at night, what do i trade it off for.	Quotation
don't tell me what women can do.	Quotation
and i'm getting more responsibility,	Quotation
so we, uh, we usually eat out generally two or three times a week.	Statement-non-opinion
i have to agree that *listen	Agree/Accept
are y'all planning on having kids?	Yes-No-Question
and so that kind of gives him, uh, time with his dad, then.	Collaborative Completion
laurie?	Yes-No-Question
or just, you know,	Uninterpretable
i guess maybe this week someone may start getting them if the truck that picks them up is outfitted in time.	Statement-non-opinion
so are you prepared to talk?	Yes-No-Question
when i was your age i didn't have this or that,	Quotation
if you get your family involved in exercising and maybe playing tennis or something like that, that also helps.	Statement-opinion
well, i do think that the cases like the, uh, oh, say something like texaco versus pennzoil,	Statement-opinion
at one time.	Affirmative Non-yes Answers
anything political?	Declarative Yes-No-Question
well, i, i've seen more graduates from m i t	Statement-non-opinion
my truck is broken down.	Agree/Accept
what area do you live in?	Wh-Question
so ken, how do you do your family budget?	Rhetorical-Question
you can take those, uh,	Action-directive
so, that's probably a pretty nice place to go	Declarative Yes-No-Question
so you should take my word	Action-directive
well, i guess so,	Hedge
and, you know, i've	Uninterpretable
but i'll tell you what,	Other
the best	Uninterpretable
